Date,Area Name,Road Name,Congestion_Level,Average_Speed,Incident_Reports,Road_Capacity_Utilization,Pedestrian_and_Cyclist_Count,Public_Transport_Usage,Traffic_Signal_Compliance,Traffic_Volume,Weather_Condition,Roadwork_Activity
2022-11-24,Silk Board,Road_2,61.8,21.2,0,79.1,183,63.3,68.4,1783,Cloudy,Major
2023-04-12,Koramangala,Road_5,63.2,27.7,3,67.7,152,31.4,73.8,4711,Haze,Major
2023-05-27,Silk Board,Road_11,68.9,20.2,1,66.2,112,37.7,82.5,1534,Haze,Major
2022-10-16,Indiranagar,Road_4,72.0,19.7,0,87.2,99,74.6,60.4,2402,Cloudy,Minor
2024-02-15,Marathahalli,Road_15,57.9,19.0,0,57.3,218,36.1,73.8,4031,Cloudy,Major
2023-11-11,Brigade Road,Road_1,78.3,19.5,0,94.8,109,38.2,78.5,1656,Cloudy,None
2022-03-31,Marathahalli,Road_16,75.4,15.8,1,90.3,85,38.4,77.4,1428,Haze,None
2022-02-03,Brigade Road,Road_4,54.6,31.5,1,51.4,194,61.4,83.6,3051,Cloudy,Minor
2024-06-01,Silk Board,Road_13,80.3,21.6,0,76.4,151,60.4,89.4,2503,Haze,Major
2022-10-15,Whitefield,Road_3,69.4,20.1,1,80.0,209,53.1,69.1,2874,Clear,Minor
2022-04-10,Indiranagar,Road_13,72.1,20.5,0,87.4,97,54.3,92.7,3590,Rain,Minor
2023-11-13,Marathahalli,Road_14,56.0,25.3,1,50.5,65,45.9,83.8,3889,Haze,Minor
2023-04-18,Brigade Road,Road_1,59.8,17.0,0,69.9,177,62.9,66.4,1979,Haze,None
2022-07-12,Indiranagar,Road_1,57.4,18.4,0,65.5,224,42.7,80.9,1646,Rain,None
2022-10-04,Brigade Road,Road_13,79.0,14.6,4,91.0,154,40.0,75.8,3813,Cloudy,Minor
2023-12-29,Koramangala,Road_14,72.1,30.3,0,75.8,186,32.1,87.5,2213,Rain,Minor
2022-08-24,Electronic City,Road_13,65.1,23.8,0,74.1,65,46.9,73.3,3953,Rain,Minor
2023-01-31,Whitefield,Road_14,68.7,23.7,1,67.4,114,48.6,78.4,1466,Rain,Minor
2023-02-03,Indiranagar,Road_7,81.6,23.3,2,93.6,228,30.9,68.7,2559,Haze,None
2022-04-25,Brigade Road,Road_4,65.0,20.1,0,65.7,104,34.2,79.2,1890,Rain,Minor
2022-08-01,Marathahalli,Road_6,73.6,19.3,0,84.0,88,74.2,81.6,1159,Cloudy,Minor
2023-12-05,Marathahalli,Road_16,81.8,16.0,1,94.5,67,71.9,65.2,2423,Haze,Minor
2023-09-15,Electronic City,Road_11,86.2,12.4,3,95.8,80,50.5,65.4,3530,Haze,None
2024-04-22,Whitefield,Road_14,60.1,24.5,0,77.7,56,60.3,62.1,1261,Cloudy,None
2023-07-19,Silk Board,Road_7,99.0,16.5,1,95.3,193,60.0,76.5,4468,Cloudy,None
2024-05-27,Silk Board,Road_2,71.4,17.9,0,58.5,98,37.6,69.9,3849,Rain,None
2024-02-06,Whitefield,Road_9,83.7,17.8,0,88.7,87,71.1,78.1,1165,Clear,Minor
2023-05-19,Silk Board,Road_3,62.0,27.2,0,61.7,52,41.6,79.0,2023,Rain,Major
2023-07-05,Whitefield,Road_3,82.3,20.8,1,83.0,236,66.9,82.9,2775,Cloudy,Major
2023-08-11,Koramangala,Road_12,48.2,34.4,0,56.0,225,33.0,68.4,2738,Clear,Major
2022-06-03,Marathahalli,Road_15,54.7,29.4,0,54.6,232,55.3,76.6,2970,Haze,Minor
2024-03-31,Koramangala,Road_4,89.1,8.0,1,100.0,245,33.8,87.1,3456,Cloudy,Minor
2022-03-18,Indiranagar,Road_6,70.3,23.3,3,72.9,203,34.1,71.4,4766,Rain,None
2022-12-03,Electronic City,Road_7,47.5,28.8,0,50.0,198,42.0,90.1,520,Cloudy,Minor
2024-01-29,Electronic City,Road_8,64.2,28.2,0,69.4,75,57.8,60.2,3677,Rain,None
2024-05-11,Marathahalli,Road_11,63.0,19.8,0,68.9,125,58.9,92.2,4051,Clear,None
2022-04-04,Brigade Road,Road_8,67.7,27.0,1,74.7,89,39.7,69.4,1182,Clear,Minor
2022-05-14,MG Road,Road_8,69.3,17.7,0,93.4,98,38.2,85.6,795,Rain,None
2024-07-14,Indiranagar,Road_9,78.3,9.7,2,99.0,67,42.0,67.8,3239,Clear,None
2022-10-18,Koramangala,Road_11,76.4,15.7,0,89.3,206,54.6,92.2,2257,Haze,None
2024-03-27,Brigade Road,Road_3,55.3,22.6,0,72.3,114,41.6,65.9,2256,Haze,Major
2022-02-22,Koramangala,Road_4,78.3,19.0,1,82.5,241,38.4,92.8,1766,Rain,Major
2023-11-14,Whitefield,Road_7,69.1,18.8,1,84.2,212,42.3,65.7,1717,Haze,None
2024-01-30,MG Road,Road_6,82.0,14.5,1,79.5,140,72.5,74.9,1552,Haze,Minor
2022-02-11,Indiranagar,Road_12,84.1,14.4,1,90.7,57,43.7,66.1,2194,Rain,Major
2022-09-18,Indiranagar,Road_2,72.5,19.6,2,64.9,215,56.9,72.4,4132,Clear,Minor
2022-11-15,Koramangala,Road_8,77.8,13.1,1,78.6,74,36.4,85.0,4839,Clear,Minor
2022-08-11,Indiranagar,Road_12,60.6,29.1,0,80.2,69,60.2,84.9,3016,Haze,Minor
2022-02-08,Silk Board,Road_6,79.4,17.4,0,92.8,174,41.6,77.2,4716,Haze,None
2024-08-09,Indiranagar,Road_1,89.4,16.7,0,100.0,66,38.8,60.9,1602,Cloudy,Minor
2023-09-14,Silk Board,Road_4,72.2,20.7,0,82.7,163,64.3,92.3,4693,Haze,Major
2023-05-20,Silk Board,Road_11,62.0,21.2,0,67.4,235,34.3,72.3,1283,Cloudy,Major
2023-07-21,MG Road,Road_16,67.7,22.3,0,97.0,64,42.3,88.4,1987,Clear,Major
2022-06-30,Whitefield,Road_12,73.2,18.8,0,71.0,77,51.8,75.4,1570,Clear,None
2022-04-06,Marathahalli,Road_6,61.6,26.1,1,66.2,193,70.4,79.7,1949,Cloudy,Major
2022-05-07,MG Road,Road_5,82.8,16.7,4,93.3,72,52.0,61.3,1741,Haze,None
2022-10-24,Indiranagar,Road_13,76.8,14.2,0,87.3,109,51.5,71.9,822,Clear,None
2024-07-28,Electronic City,Road_4,58.8,23.6,1,62.9,202,61.9,84.6,2997,Haze,None
2023-05-28,Electronic City,Road_7,86.3,16.1,1,94.7,70,38.6,82.4,924,Clear,Minor
2022-02-06,Koramangala,Road_7,87.2,18.5,2,95.9,68,73.5,86.5,4805,Rain,Major
2022-01-26,Electronic City,Road_3,65.9,24.4,0,63.6,234,31.1,81.0,778,Rain,None
2024-02-13,Indiranagar,Road_15,76.5,21.8,0,90.3,237,63.2,63.6,936,Clear,Major
2022-01-12,Whitefield,Road_6,75.8,23.1,3,83.5,227,40.0,93.0,2779,Rain,None
2022-03-18,Silk Board,Road_1,89.7,14.9,2,87.7,98,45.3,88.8,2183,Clear,None
2023-04-28,Indiranagar,Road_12,66.2,21.1,1,64.7,228,35.2,61.4,647,Clear,None
2022-10-15,Koramangala,Road_8,70.2,17.5,2,89.2,121,56.3,80.9,1064,Rain,Major
2023-10-29,Whitefield,Road_10,67.4,23.6,0,74.6,155,68.5,65.7,663,Rain,Minor
2023-08-11,Silk Board,Road_7,76.6,30.5,1,98.1,52,71.5,79.5,2828,Clear,Minor
2023-06-12,Silk Board,Road_16,63.9,23.2,0,74.1,129,73.8,61.0,3643,Clear,Major
2024-03-28,MG Road,Road_15,50.7,30.4,0,53.2,64,67.5,78.3,2740,Haze,None
2024-02-20,Brigade Road,Road_14,66.9,14.1,0,72.0,207,36.0,77.9,3464,Cloudy,None
2023-08-16,Electronic City,Road_5,53.5,33.0,0,55.7,96,68.7,72.0,1731,Cloudy,None
2022-05-29,Electronic City,Road_6,79.5,8.0,4,77.1,139,33.4,79.7,1615,Haze,None
2023-02-27,Electronic City,Road_6,45.9,30.9,0,52.6,51,46.4,90.8,1168,Rain,None
2023-12-28,Silk Board,Road_12,66.9,21.5,1,59.6,56,74.6,87.4,657,Rain,Major
2022-01-30,Koramangala,Road_15,78.9,19.1,1,98.9,54,63.8,87.8,817,Cloudy,Minor
2022-10-25,Whitefield,Road_8,49.3,30.1,0,50.0,143,54.9,75.1,2342,Haze,Major
2022-06-16,Electronic City,Road_15,82.9,22.7,3,82.2,236,39.4,77.4,1823,Cloudy,Major
2024-04-01,Indiranagar,Road_16,45.7,24.6,0,51.8,199,47.6,89.9,3912,Haze,Minor
2023-01-05,Brigade Road,Road_10,68.6,22.5,1,82.1,50,60.7,69.7,2835,Haze,Minor
2024-08-06,Silk Board,Road_2,86.8,12.0,2,89.1,211,53.4,90.4,3944,Haze,None
2024-02-07,Marathahalli,Road_7,65.5,20.4,0,79.4,151,51.8,61.7,4904,Clear,None
2022-06-07,Electronic City,Road_1,96.3,12.2,1,100.0,96,70.0,79.0,1866,Cloudy,Major
2022-05-12,Electronic City,Road_4,56.4,17.7,1,65.4,116,68.9,79.4,1766,Rain,None
2022-10-08,Marathahalli,Road_5,76.6,22.7,2,71.1,170,70.7,66.5,2767,Rain,Major
2024-01-25,Whitefield,Road_13,83.0,15.0,1,93.8,222,43.8,75.6,1768,Rain,Minor
2024-02-27,Electronic City,Road_3,72.5,18.7,0,85.5,175,48.1,85.3,4064,Rain,Major
2024-08-10,Brigade Road,Road_13,89.8,15.6,2,93.3,128,33.9,61.6,2640,Haze,Minor
2024-04-27,MG Road,Road_12,74.3,18.8,0,76.8,50,39.9,92.7,2755,Haze,None
2022-08-26,Marathahalli,Road_3,59.0,19.1,0,76.5,99,57.7,91.2,4623,Cloudy,Minor
2022-12-17,Silk Board,Road_8,74.2,22.5,2,83.0,79,60.1,79.6,4259,Haze,Major
2024-05-28,Koramangala,Road_11,67.2,18.5,2,85.1,178,32.8,88.8,829,Clear,None
2023-05-29,MG Road,Road_9,67.5,24.3,1,75.7,184,45.8,73.6,3901,Rain,None
2024-01-03,Electronic City,Road_14,58.7,27.4,0,67.6,109,33.7,65.5,4500,Rain,Major
2022-02-24,Brigade Road,Road_9,47.2,30.7,0,54.9,128,48.9,67.4,1582,Rain,None
2022-04-14,Brigade Road,Road_7,94.4,9.8,1,91.2,165,69.5,71.3,4663,Cloudy,None
2022-02-21,Whitefield,Road_15,99.0,14.2,2,100.0,168,72.9,81.5,2066,Rain,Minor
2022-08-16,Silk Board,Road_1,87.6,12.0,2,98.9,170,31.1,75.1,3854,Haze,None
2023-07-06,Koramangala,Road_7,89.3,12.7,0,88.7,98,49.8,85.7,3515,Cloudy,Major
2024-07-08,Koramangala,Road_13,75.6,18.0,4,73.1,248,53.2,89.8,1169,Rain,Major
2024-02-07,MG Road,Road_13,53.8,25.8,0,50.0,158,70.8,80.1,4713,Cloudy,Minor
2023-12-02,Brigade Road,Road_3,70.6,23.2,1,87.1,244,38.5,90.0,4121,Cloudy,None
2023-11-20,Indiranagar,Road_2,70.1,18.8,0,75.2,221,53.0,75.8,881,Clear,Major
2022-12-24,Silk Board,Road_8,71.6,12.2,1,80.5,118,44.7,63.1,1911,Clear,Major
2024-01-29,Indiranagar,Road_7,71.0,18.4,1,70.9,124,60.6,88.6,4825,Rain,Major
2023-04-25,Whitefield,Road_8,78.6,22.6,1,82.9,190,72.0,67.9,2104,Cloudy,Major
2024-07-10,Brigade Road,Road_4,69.4,22.8,1,67.3,51,36.9,79.7,604,Clear,Minor
2023-04-17,Marathahalli,Road_11,78.0,14.6,0,81.8,205,44.1,66.2,1729,Clear,None
2023-10-02,Koramangala,Road_8,75.6,24.1,2,86.1,94,49.4,73.7,777,Haze,Minor
2022-05-20,Indiranagar,Road_5,99.0,16.5,2,100.0,187,54.5,69.5,1082,Rain,Major
2023-08-23,Brigade Road,Road_11,77.6,21.4,1,100.0,65,60.9,61.4,2479,Haze,Major
2022-12-09,Electronic City,Road_5,70.3,15.3,2,71.3,186,61.7,68.3,829,Rain,Minor
2022-09-24,Electronic City,Road_9,80.1,18.8,1,84.6,78,61.8,62.9,2468,Clear,Minor
2024-05-01,MG Road,Road_1,83.1,15.6,1,80.6,185,57.9,76.3,1130,Rain,Major
2022-04-18,Koramangala,Road_3,96.9,18.2,1,92.2,78,48.8,85.1,589,Cloudy,Major
2024-04-23,Electronic City,Road_12,70.9,18.9,2,62.7,142,59.8,78.1,3704,Cloudy,Major
2023-08-19,Brigade Road,Road_16,60.0,25.6,0,66.3,135,66.5,84.7,1145,Clear,Minor
2023-05-01,Indiranagar,Road_6,61.2,29.8,0,65.7,183,53.0,76.6,4160,Haze,None
2023-01-16,Electronic City,Road_9,69.1,21.8,1,72.0,147,69.0,72.1,1480,Rain,Major
2022-10-30,Indiranagar,Road_4,73.4,18.0,0,83.0,162,53.9,80.5,1559,Cloudy,Major
2023-04-23,Indiranagar,Road_10,71.0,23.6,1,57.4,121,38.4,66.7,828,Rain,Minor
2022-07-24,MG Road,Road_3,47.5,26.7,0,50.0,226,49.1,93.6,3342,Haze,Major
2022-03-08,Silk Board,Road_2,49.4,29.0,1,50.0,117,35.8,84.3,1919,Haze,None
2022-11-19,Brigade Road,Road_6,74.8,13.6,0,70.8,68,36.5,78.3,3725,Clear,Minor
2022-07-14,Indiranagar,Road_11,60.9,22.0,0,66.4,124,49.8,80.3,893,Clear,None
2022-07-29,Indiranagar,Road_6,77.5,20.5,4,69.7,64,40.7,60.5,3508,Clear,Major
2022-11-23,Electronic City,Road_12,60.4,29.3,0,57.1,132,54.2,66.4,1584,Clear,Minor
2023-01-28,MG Road,Road_3,62.2,24.5,0,69.0,82,31.9,79.8,1639,Cloudy,Minor
2023-03-11,Whitefield,Road_13,79.5,14.2,0,73.1,133,70.6,87.9,1916,Rain,Major
2023-11-01,Electronic City,Road_11,87.4,14.9,1,96.2,182,54.6,64.3,778,Rain,Minor
2024-03-23,Whitefield,Road_14,69.4,20.5,0,84.9,189,71.6,76.8,1108,Cloudy,None
2022-11-25,Silk Board,Road_4,81.9,21.6,3,70.8,103,68.2,70.3,1898,Haze,None
2024-02-08,Electronic City,Road_7,61.1,19.5,0,57.7,91,65.5,69.8,1034,Cloudy,Major
2024-04-26,MG Road,Road_15,73.8,20.5,1,76.7,86,48.3,82.7,2459,Cloudy,None
2023-03-09,Koramangala,Road_15,61.5,24.6,1,70.0,226,54.3,81.6,4654,Clear,None
2023-04-04,Silk Board,Road_3,67.1,22.5,0,66.9,70,44.5,80.7,1167,Cloudy,Minor
2024-05-18,Silk Board,Road_9,66.2,23.3,1,74.9,185,62.0,85.5,929,Cloudy,Major
2022-10-30,Electronic City,Road_9,84.6,10.0,2,87.0,114,68.9,71.1,2846,Rain,Major
2024-02-06,Brigade Road,Road_9,68.0,23.6,1,74.5,211,65.9,91.8,2656,Cloudy,Major
2022-02-18,MG Road,Road_11,67.9,21.1,0,73.7,135,68.5,84.8,1274,Haze,Minor
2023-05-23,Electronic City,Road_1,70.9,21.8,1,76.4,69,49.6,74.5,3606,Haze,None
2022-11-13,Electronic City,Road_9,81.6,17.4,0,91.3,137,33.2,75.8,1537,Clear,Minor
2022-09-27,Marathahalli,Road_11,60.1,15.1,0,64.5,192,48.2,78.8,587,Cloudy,Minor
2022-07-12,Brigade Road,Road_16,38.7,29.4,0,50.0,191,57.5,94.5,4701,Cloudy,Major
2023-11-28,Brigade Road,Road_3,69.8,23.6,1,68.2,180,36.0,62.4,968,Haze,Minor
2023-01-31,Koramangala,Road_2,81.6,15.6,0,93.1,194,35.3,91.0,3526,Clear,Major
2022-07-16,Indiranagar,Road_11,79.3,19.5,3,65.0,157,39.1,84.5,2519,Clear,Minor
2022-09-08,Indiranagar,Road_8,61.5,19.5,1,60.7,72,60.8,66.4,1883,Clear,Major
2022-05-27,Whitefield,Road_8,67.4,22.8,1,64.6,131,73.9,61.1,1651,Rain,Major
2023-11-10,Electronic City,Road_13,76.7,16.6,2,80.5,63,67.3,76.7,2575,Cloudy,Minor
2022-09-10,Silk Board,Road_7,49.2,29.3,0,51.0,104,36.7,66.5,2031,Rain,Minor
2023-10-11,Indiranagar,Road_14,75.5,13.2,1,69.8,64,69.9,69.9,2797,Haze,Major
2023-05-07,Silk Board,Road_12,76.0,15.4,3,89.5,190,39.5,61.5,4381,Cloudy,Minor
2024-05-10,Brigade Road,Road_14,84.5,15.3,1,90.1,107,70.3,65.5,4568,Haze,Major
2024-08-12,Koramangala,Road_10,87.0,10.5,0,98.6,202,66.4,74.1,3154,Clear,Minor
2024-08-15,Koramangala,Road_10,65.3,21.1,2,54.4,156,35.7,79.4,1308,Rain,Major
2023-08-26,Brigade Road,Road_1,73.6,18.8,0,83.0,138,72.1,87.6,3288,Clear,Major
2023-07-20,MG Road,Road_7,76.5,15.5,0,100.0,214,54.8,62.1,580,Cloudy,Minor
2024-06-02,MG Road,Road_4,83.9,21.2,0,94.6,55,33.2,60.6,4281,Haze,None
2023-07-14,MG Road,Road_9,70.4,22.4,4,68.6,212,38.2,62.4,3627,Cloudy,Minor
2024-05-06,Indiranagar,Road_8,48.0,21.3,0,50.0,175,40.9,79.0,3837,Haze,Minor
2024-08-12,Brigade Road,Road_16,59.2,22.4,0,71.1,198,49.4,69.9,4457,Clear,Minor
2022-06-09,Marathahalli,Road_2,57.0,26.6,0,65.2,195,31.2,78.3,4533,Haze,None
2022-07-28,Whitefield,Road_4,39.5,29.5,0,50.9,144,62.4,80.4,2920,Clear,None
2023-05-14,MG Road,Road_5,64.7,27.5,0,57.1,138,37.1,87.2,3904,Cloudy,Major
2023-05-05,MG Road,Road_12,64.7,22.4,1,78.4,53,69.4,65.7,2716,Rain,Minor
2023-12-14,Indiranagar,Road_12,73.9,19.0,2,79.2,185,43.7,66.3,2797,Cloudy,Minor
2022-12-07,Koramangala,Road_4,76.2,14.6,0,69.2,168,31.3,70.8,4120,Haze,Major
2022-12-24,MG Road,Road_2,92.0,9.4,2,87.5,141,44.2,90.7,683,Cloudy,Major
2024-05-18,Marathahalli,Road_2,69.0,17.3,1,70.1,141,73.8,82.9,4545,Cloudy,None
2022-11-17,Marathahalli,Road_4,71.1,17.1,0,64.4,196,48.7,71.5,2394,Clear,Major
2024-04-10,Silk Board,Road_3,65.6,23.8,1,65.8,80,42.5,82.7,842,Clear,Major
2023-09-21,Electronic City,Road_2,59.4,23.7,2,78.5,223,40.9,90.3,4056,Cloudy,None
2022-06-21,Whitefield,Road_13,78.7,18.2,3,80.6,72,46.1,76.8,607,Rain,None
2024-01-10,MG Road,Road_2,70.8,20.0,1,72.1,141,48.5,66.6,2288,Rain,Major
2023-12-23,Indiranagar,Road_6,72.9,25.2,0,77.5,167,43.5,75.1,4391,Rain,Minor
2022-08-24,MG Road,Road_16,84.8,12.5,4,92.3,217,54.8,87.0,1554,Cloudy,None
2024-04-03,Marathahalli,Road_11,69.4,28.4,2,61.1,146,32.2,61.0,2361,Haze,Major
2022-12-08,Electronic City,Road_3,77.0,14.0,0,64.7,142,33.2,83.9,1776,Clear,None
2022-11-28,Electronic City,Road_11,63.8,25.0,1,66.8,100,74.6,68.5,543,Rain,Major
2022-06-03,MG Road,Road_2,74.6,16.4,0,79.2,234,43.7,90.7,3091,Haze,None
2023-02-24,Silk Board,Road_6,73.6,22.8,0,72.6,219,33.4,83.7,3482,Haze,Major
2024-07-31,MG Road,Road_12,74.7,19.1,2,81.4,220,52.4,85.5,1559,Clear,None
2022-05-08,Electronic City,Road_4,62.2,24.5,0,61.3,245,58.0,92.3,3395,Haze,Minor
2023-11-03,Silk Board,Road_6,52.1,29.9,0,65.8,71,68.9,70.6,4879,Clear,Major
2024-02-17,Silk Board,Road_8,66.9,22.0,1,70.5,114,39.7,92.9,3889,Cloudy,Major
2022-04-15,Brigade Road,Road_9,57.3,25.2,0,64.9,80,44.7,69.5,2512,Cloudy,Minor
2024-03-30,Brigade Road,Road_1,80.9,10.7,0,88.2,118,30.0,76.6,2453,Clear,Minor
2024-08-13,Whitefield,Road_10,78.3,10.2,0,91.7,90,66.1,64.4,4299,Cloudy,None
2024-01-30,Silk Board,Road_7,71.6,17.2,1,70.1,224,71.2,75.9,1234,Clear,Minor
2023-01-28,Marathahalli,Road_2,79.5,19.8,1,74.4,139,31.6,69.8,1879,Clear,Minor
2022-02-06,Silk Board,Road_3,72.1,19.3,2,82.3,72,63.2,94.9,1984,Rain,None
2023-03-11,Whitefield,Road_5,82.5,14.2,1,90.4,208,48.0,83.4,4345,Rain,Minor
2022-08-16,Koramangala,Road_8,80.6,15.0,1,89.7,154,43.4,63.0,2753,Rain,Minor
2022-11-29,Koramangala,Road_2,79.4,24.8,3,90.4,134,52.8,65.2,3156,Rain,Minor
2023-12-18,Koramangala,Road_9,62.3,21.5,0,77.7,103,41.7,81.2,3983,Rain,None
2024-05-29,Whitefield,Road_7,89.9,13.4,3,72.4,108,39.4,67.9,3372,Rain,Major
2023-06-14,Whitefield,Road_5,61.6,17.2,0,58.4,64,35.0,66.9,1617,Cloudy,None
2023-04-09,Whitefield,Road_4,57.5,31.0,0,58.7,131,71.9,77.6,793,Haze,Minor
2024-03-06,Electronic City,Road_15,63.8,26.6,1,70.2,151,61.9,82.5,1668,Rain,Minor
2023-03-05,Indiranagar,Road_1,70.8,13.7,0,70.9,200,59.5,70.8,1740,Cloudy,Major
2022-07-30,Brigade Road,Road_15,79.5,16.8,1,99.4,167,60.8,77.2,4169,Clear,Major
2024-07-06,Whitefield,Road_15,74.6,14.5,0,86.0,185,64.1,75.3,4291,Clear,None
2022-10-31,Electronic City,Road_1,57.6,22.5,0,50.6,142,49.6,80.3,1304,Cloudy,None
2023-05-03,Silk Board,Road_14,74.3,23.3,0,85.1,194,54.3,79.3,2752,Rain,Major
2023-03-31,Electronic City,Road_5,79.9,19.2,1,88.3,182,65.4,91.8,1331,Cloudy,None
2023-10-17,Whitefield,Road_1,89.6,14.2,1,100.0,213,37.0,90.8,1053,Rain,Minor
2023-10-26,Silk Board,Road_5,66.1,20.5,0,62.7,135,36.1,87.1,656,Clear,Minor
2024-02-13,Silk Board,Road_2,70.0,20.3,1,68.7,172,42.5,77.7,604,Clear,Major
2024-06-17,Whitefield,Road_5,79.0,10.3,0,74.2,205,49.9,82.2,2072,Rain,Minor
2023-10-31,Koramangala,Road_9,67.7,19.1,1,74.0,114,46.4,65.2,2243,Haze,Minor
2022-12-08,MG Road,Road_10,58.1,31.1,0,71.6,118,47.7,95.0,1952,Clear,Major
2023-03-01,Whitefield,Road_8,67.2,16.3,0,77.9,247,70.0,87.7,2778,Cloudy,Minor
2024-05-04,Silk Board,Road_5,70.8,22.5,2,63.4,85,39.8,64.2,1485,Rain,None
2024-06-22,Electronic City,Road_15,62.4,21.4,1,70.2,70,47.5,65.6,2335,Cloudy,None
2023-09-27,Marathahalli,Road_15,64.5,20.0,0,58.8,144,42.9,86.5,4388,Cloudy,Minor
2022-08-29,MG Road,Road_5,69.5,28.2,0,75.9,246,38.5,90.0,3342,Rain,None
2023-08-27,Koramangala,Road_10,68.0,20.2,1,79.0,246,61.1,68.0,1780,Cloudy,Minor
2024-07-30,Koramangala,Road_15,65.3,18.1,1,57.3,184,37.1,65.6,3715,Clear,Minor
2022-07-22,Marathahalli,Road_4,69.5,23.2,0,81.4,97,58.0,81.9,4141,Clear,None
2024-04-17,Whitefield,Road_12,48.9,22.0,0,52.0,203,71.1,91.9,4153,Haze,None
2024-02-07,Silk Board,Road_5,76.1,17.0,1,74.1,82,34.6,60.2,2041,Haze,None
2022-12-08,Silk Board,Road_8,55.6,29.3,0,52.3,249,57.7,67.6,2089,Cloudy,Minor
2023-09-06,Whitefield,Road_13,66.7,28.0,1,75.2,83,48.1,68.2,3254,Cloudy,None
2023-11-29,Koramangala,Road_16,65.0,24.7,0,63.2,148,49.7,92.2,3203,Rain,Major
2023-03-26,Marathahalli,Road_15,72.2,15.9,1,94.0,175,31.1,60.3,4326,Haze,None
2023-05-19,Indiranagar,Road_13,56.9,24.9,1,71.5,240,40.8,65.3,3933,Clear,None
2023-02-08,Marathahalli,Road_7,53.0,27.7,0,67.0,99,74.1,67.9,4518,Rain,Minor
2022-04-26,Marathahalli,Road_13,76.4,11.6,1,78.3,151,37.6,65.6,749,Haze,None
2022-07-22,Electronic City,Road_3,71.1,21.5,0,91.2,234,52.6,70.3,2358,Rain,None
2023-05-01,Electronic City,Road_16,51.1,27.4,0,65.1,71,62.3,66.1,2074,Rain,Minor
2022-12-12,Electronic City,Road_7,67.1,17.1,1,66.9,60,43.1,74.4,578,Haze,Major
2022-12-16,Whitefield,Road_8,37.1,32.6,0,50.0,171,68.8,79.7,4225,Haze,None
2024-04-22,Silk Board,Road_1,92.8,14.1,0,86.3,172,52.9,89.3,2070,Clear,Minor
2023-12-25,Marathahalli,Road_13,63.2,21.5,1,62.8,239,52.8,81.8,741,Cloudy,None
2022-09-07,Indiranagar,Road_7,75.1,20.4,1,82.0,160,73.9,70.5,4685,Clear,Minor
2023-04-04,Koramangala,Road_6,95.1,8.0,0,100.0,118,58.0,79.7,4292,Cloudy,None
2022-09-06,Silk Board,Road_15,57.5,24.4,0,59.1,116,42.5,83.0,1156,Clear,Major
2022-07-28,Electronic City,Road_11,88.0,17.0,1,92.6,65,74.6,92.9,1857,Cloudy,None
2023-08-11,MG Road,Road_7,48.3,31.7,0,50.0,179,62.2,81.9,3685,Haze,Major
2022-06-17,Indiranagar,Road_12,83.1,15.8,0,82.3,244,59.6,73.5,2877,Cloudy,None
2022-11-24,Koramangala,Road_11,63.3,24.3,0,66.5,60,55.8,81.3,1435,Cloudy,Major
2023-10-10,Indiranagar,Road_3,69.4,25.7,0,89.7,199,54.4,69.0,3889,Cloudy,None
2022-10-13,MG Road,Road_3,62.3,26.0,0,68.1,141,33.3,62.6,4548,Rain,Major
2024-07-13,Koramangala,Road_3,78.7,19.5,1,87.5,117,35.5,63.6,1817,Rain,Minor
2023-02-22,MG Road,Road_2,89.3,13.9,0,100.0,70,38.7,68.3,4887,Haze,None
2023-01-25,Brigade Road,Road_4,67.7,27.9,1,70.9,190,55.4,64.9,2469,Haze,None
2024-05-16,Indiranagar,Road_5,52.9,24.4,0,55.3,102,34.6,88.8,916,Rain,Minor
2022-09-05,Indiranagar,Road_7,58.8,22.3,1,63.9,215,38.7,82.8,2419,Rain,Minor
2024-04-19,Electronic City,Road_3,38.6,24.8,0,50.0,227,71.3,77.2,2632,Haze,Minor
2024-03-03,Brigade Road,Road_10,89.5,11.1,3,93.9,202,43.6,94.5,4809,Clear,Minor
2024-01-22,Brigade Road,Road_4,72.1,12.2,0,69.9,72,44.9,75.7,2938,Haze,Minor
2024-01-02,Silk Board,Road_16,64.8,21.6,0,62.2,216,54.9,81.5,916,Haze,Major
2022-06-07,Marathahalli,Road_6,69.3,21.7,0,98.2,52,49.1,68.8,4877,Rain,None
2022-11-28,Silk Board,Road_12,71.3,25.7,1,80.4,148,58.5,90.2,889,Rain,None
2023-05-27,Whitefield,Road_3,64.3,15.9,0,61.8,79,64.5,86.0,1772,Clear,Minor
2022-12-10,Koramangala,Road_7,79.6,14.3,2,90.5,189,69.1,80.4,690,Haze,None
2023-11-02,Electronic City,Road_2,89.2,15.3,0,97.4,194,63.9,83.0,3319,Cloudy,Major
2024-06-10,Brigade Road,Road_5,51.0,24.7,0,51.6,133,33.5,65.0,3400,Haze,Major
2023-02-15,Electronic City,Road_15,64.6,22.9,1,75.9,240,74.9,61.1,3162,Cloudy,None
2023-10-17,Silk Board,Road_9,68.8,26.8,0,85.2,90,61.4,87.4,1486,Haze,None
2022-02-23,Whitefield,Road_4,76.3,17.9,2,88.5,205,74.0,76.2,1036,Rain,Minor
2022-10-27,Electronic City,Road_5,86.3,12.2,0,86.3,101,47.3,65.1,1405,Clear,Minor
